Description,FunctionalApprover,Identifier,Name,TechnicalAdmin
Assistant technique national PJ rattaché é l'entité S00,,P_Sésame Production_Assistant technique national PJ - S00_S00_ATJ,P_Sésame Production_Assistant technique national PJ - S00_S00,
Auditeur rattaché é l'entité S00,,P_Sésame Production_Auditeur - S00_S00_AUD,P_Sésame Production_Auditeur - S00_S00,
Auditeur IARD rattaché é l'entité S00,,P_Sésame Production_Auditeur IARD_S00_AUZ,P_Sésame Production_Auditeur IARD_S00,
Auditeur PJ rattaché é l'entité S00,,P_Sésame Production_Auditeur PJ_S00_AUJ,P_Sésame Production_Auditeur PJ_S00,
Collaborateur encadrant Siége rattaché é l'entité S00,,P_Sésame Production_Collaborateur encadrant Siége - S00_S00_CS4,P_Sésame Production_Collaborateur encadrant Siége - S00_S00,
Conseiller VIAVITA (résiliation et interrogation Service é la personne) rattaché é l'entité 549,,P_Sésame Production_Conseiller VIAVITA (résiliation et interrogation Service é la personne) - 549_549_VIC,P_Sésame Production_Conseiller VIAVITA (résiliation et interrogation Service é la personne) - 549_549,
Directeur Sinistres rattaché é UGS-Siége rattaché é l'entité S00,,P_Sésame Production_Directeur Sinistres rattaché é UGS-Siége - S00_S00_DIR,P_Sésame Production_Directeur Sinistres rattaché é UGS-Siége - S00_S00,
Direction Financiére comptabilité + Fonctions tarifaires rattaché é l'entité 540,,P_Sésame Production_Direction Financiére comptabilité + Fonctions tarifaires - 540_540_CPG,P_Sésame Production_Direction Financiére comptabilité + Fonctions tarifaires - 540_540,
Direction Financiére comptabilité rattaché é l'entité 540,,P_Sésame Production_Direction Financiére comptabilité - 540_540_CPT,P_Sésame Production_Direction Financiére comptabilité - 540_540,
Gestionnaire Administratif Production rattaché é l'entité 540,,P_Sésame Production_Gestionnaire Administratif Production - 540_540_GAP,P_Sésame Production_Gestionnaire Administratif Production - 540_540,
Gestionnaire Administratif Production rattaché é l'entité P71,,P_Sésame Production_Gestionnaire Administratif Production - P71_P71_GAP,P_Sésame Production_Gestionnaire Administratif Production - P71_P71,
Gestionnaire Assurance en Agence tout produit rattaché é l'entité 788,,P_Sésame Production_Gestionnaire Assurance en Agence tout produit - 788_788_GAA,P_Sésame Production_Gestionnaire Assurance en Agence tout produit - 788_788,
Habiliteur Téléopérateur/Habiliteur MO rattaché é l'entité B88,,P_Sésame Production_Habiliteur Téléopérateur/Habiliteur MO - B88_B88_HAB,P_Sésame Production_Habiliteur Téléopérateur/Habiliteur MO - B88_B88,
Interrogation PACIFICA/SCT rattaché é l'entité 540,,P_Sésame Production_Interrogation PACIFICA/SCT - 540_540_SCT,P_Sésame Production_Interrogation PACIFICA/SCT - 540_540,
Manager Assistant (en UGS) rattaché é l'entité S01,,P_Sésame Production_Manager Assistant (en UGS) - S01_S01_CS3,P_Sésame Production_Manager Assistant (en UGS) - S01_S01,
Manager Assistant (en UGS) rattaché é l'entité S02,,P_Sésame Production_Manager Assistant (en UGS) - S02_S02_CS3,P_Sésame Production_Manager Assistant (en UGS) - S02_S02,
Manager Assistant (en UGS) rattaché é l'entité S03,,P_Sésame Production_Manager Assistant (en UGS) - S03_S03_CS3,P_Sésame Production_Manager Assistant (en UGS) - S03_S03,
Manager Assistant (en UGS) rattaché é l'entité S04,,P_Sésame Production_Manager Assistant (en UGS) - S04_S04_CS3,P_Sésame Production_Manager Assistant (en UGS) - S04_S04,
Manager Assistant (en UGS) rattaché é l'entité S05,,P_Sésame Production_Manager Assistant (en UGS) - S05_S05_CS3,P_Sésame Production_Manager Assistant (en UGS) - S05_S05,
Manager Assistant (en UGS) rattaché é l'entité S06,,P_Sésame Production_Manager Assistant (en UGS) - S06_S06_CS3,P_Sésame Production_Manager Assistant (en UGS) - S06_S06,
Manager Assistant (en UGS) rattaché é l'entité S07,,P_Sésame Production_Manager Assistant (en UGS) - S07_S07_CS3,P_Sésame Production_Manager Assistant (en UGS) - S07_S07,
Manager Assistant (en UGS) rattaché é l'entité S08,,P_Sésame Production_Manager Assistant (en UGS) - S08_S08_CS3,P_Sésame Production_Manager Assistant (en UGS) - S08_S08,
Manager Assistant (en UGS) rattaché é l'entité S09,,P_Sésame Production_Manager Assistant (en UGS) - S09_S09_CS3,P_Sésame Production_Manager Assistant (en UGS) - S09_S09,
Manager Assistant (en UGS) rattaché é l'entité S10,,P_Sésame Production_Manager Assistant (en UGS) - S10_S10_CS3,P_Sésame Production_Manager Assistant (en UGS) - S10_S10,
Manager Assistant (en UGS) rattaché é l'entité S11,,P_Sésame Production_Manager Assistant (en UGS) - S11_S11_CS3,P_Sésame Production_Manager Assistant (en UGS) - S11_S11,
Manager Assistant (en UGS) rattaché é l'entité S12,,P_Sésame Production_Manager Assistant (en UGS) - S12_S12_CS3,P_Sésame Production_Manager Assistant (en UGS) - S12_S12,
Manager Assistant (en UGS) rattaché é l'entité S13,,P_Sésame Production_Manager Assistant (en UGS) - S13_S13_CS3,P_Sésame Production_Manager Assistant (en UGS) - S13_S13,
Manager Assistant (en UGS) rattaché é l'entité S14,,P_Sésame Production_Manager Assistant (en UGS) - S14_S14_CS3,P_Sésame Production_Manager Assistant (en UGS) - S14_S14,
Manager Assistant (en UGS) rattaché é l'entité S15,,P_Sésame Production_Manager Assistant (en UGS) - S15_S15_CS3,P_Sésame Production_Manager Assistant (en UGS) - S15_S15,
Manager Assistant (en UGS) rattaché é l'entité S80,,P_Sésame Production_Manager Assistant (en UGS) - S80_S80_CS3,P_Sésame Production_Manager Assistant (en UGS) - S80_S80,
Manager Assistant (en UGS) rattaché é l'entité SE1,,P_Sésame Production_Manager Assistant (en UGS) - SE1_SE1_CS3,P_Sésame Production_Manager Assistant (en UGS) - SE1_SE1,
Manager Assistant (en UGS) rattaché é l'entité SJ1,,P_Sésame Production_Manager Assistant (en UGS) - SJ1_SJ1_CS3,P_Sésame Production_Manager Assistant (en UGS) - SJ1_SJ1,
Manager Assistant (en UGS) rattaché é l'entité SJ2,,P_Sésame Production_Manager Assistant (en UGS) - SJ2_SJ2_CS3,P_Sésame Production_Manager Assistant (en UGS) - SJ2_SJ2,
Manager Assistant (en UGS) rattaché é l'entité SJ3,,P_Sésame Production_Manager Assistant (en UGS) - SJ3_SJ3_CS3,P_Sésame Production_Manager Assistant (en UGS) - SJ3_SJ3,
Manager Assistant (en UGS) rattaché é l'entité SJ4,,P_Sésame Production_Manager Assistant (en UGS) - SJ4_SJ4_CS3,P_Sésame Production_Manager Assistant (en UGS) - SJ4_SJ4,
Manager Assistant (en UGS) rattaché é l'entité SJ5,,P_Sésame Production_Manager Assistant (en UGS) - SJ5_SJ5_CS3,P_Sésame Production_Manager Assistant (en UGS) - SJ5_SJ5,
Manager Assistant (en UGS) rattaché é l'entité SJ6,,P_Sésame Production_Manager Assistant (en UGS) - SJ6_SJ6,P_Sésame Production_Manager Assistant (en UGS) - SJ6_SJ6,
Manager Assistant (en UGS) rattaché é l'entité SR1,,P_Sésame Production_Manager Assistant (en UGS) - SR1_SR1_CS3,P_Sésame Production_Manager Assistant (en UGS) - SR1_SR1,
Manager Assistant (en UGS) rattaché é l'entité SR2,,P_Sésame Production_Manager Assistant (en UGS) - SR2_SR2_CS3,P_Sésame Production_Manager Assistant (en UGS) - SR2_SR2,
Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité 788,,P_Sésame Production_Personnel interrogeant en Agence + vente de produit SP - 788_788_PIA,P_Sésame Production_Personnel interrogeant en Agence + vente de produit SP - 788_788,
Responsable UGS ou Responsable régional IARD rattaché é l'entité S00,,P_Sésame Production_Responsable UGS ou Responsable régional IARD_S00_RSZ,P_Sésame Production_Responsable UGS ou Responsable régional IARD_S00,
Responsable UGS ou Responsable régional PJ rattaché é l'entité S00,,P_Sésame Production_Responsable UGS ou Responsable régional PJ_S00_RSJ,P_Sésame Production_Responsable UGS ou Responsable régional PJ_S00,
Rédacteur Assurance Production + Fonctions cotisation / tarifaires rattaché é l'entité 540,,P_Sésame Production_Rédacteur Assurance Production + Fonctions cotisation / tarifaires rattaché é l'entité 540_540_RAB,P_Sésame Production_Rédacteur Assurance Production + Fonctions cotisation / tarifaires rattaché é l'entité 540_540,
Rédacteur Assurance Production + Fonctions cotisations rattaché é l'entité 540,,P_Sésame Production_Rédacteur Assurance Production + Fonctions cotisations - 540_540_RAC,P_Sésame Production_Rédacteur Assurance Production + Fonctions cotisations - 540_540,
Rédacteur Assurance Production + Fonctions tarifaires rattaché é l'entité 540,,P_Sésame Production_Rédacteur Assurance Production + Fonctions tarifaires - 540_540_RAB,P_Sésame Production_Rédacteur Assurance Production + Fonctions tarifaires - 540_540,
Rédacteur Assurance Production rattaché é l'entité 540,,P_Sésame Production_Rédacteur Assurance Production - 540_540_RAP,P_Sésame Production_Rédacteur Assurance Production - 540_540,
Rédacteur Assurance Sinistre rattaché é l'entité S00,,P_Sésame Production_Rédacteur Assurance Sinistre - S00_S00_RAS,P_Sésame Production_Rédacteur Assurance Sinistre - S00_S00,
Rédacteur Assurance Sinistre rattaché é l'entité S01,,P_Sésame Production_Rédacteur Assurance Sinistre - S01_S01_RAS,P_Sésame Production_Rédacteur Assurance Sinistre - S01_S01,
Rédacteur Assurance Sinistre rattaché é l'entité S02,,P_Sésame Production_Rédacteur Assurance Sinistre - S02_S02_RAS,P_Sésame Production_Rédacteur Assurance Sinistre - S02_S02,
Rédacteur Assurance Sinistre rattaché é l'entité S03,,P_Sésame Production_Rédacteur Assurance Sinistre - S03_S03_RAS,P_Sésame Production_Rédacteur Assurance Sinistre - S03_S03,
Rédacteur Assurance Sinistre rattaché é l'entité S04,,P_Sésame Production_Rédacteur Assurance Sinistre - S04_S04_RAS,P_Sésame Production_Rédacteur Assurance Sinistre - S04_S04,
Rédacteur Assurance Sinistre rattaché é l'entité S05,,P_Sésame Production_Rédacteur Assurance Sinistre - S05_S05_RAS,P_Sésame Production_Rédacteur Assurance Sinistre - S05_S05,
Rédacteur Assurance Sinistre rattaché é l'entité S06,,P_Sésame Production_Rédacteur Assurance Sinistre - S06_S06_RAS,P_Sésame Production_Rédacteur Assurance Sinistre - S06_S06,
Rédacteur Assurance Sinistre rattaché é l'entité S07,,P_Sésame Production_Rédacteur Assurance Sinistre - S07_S07_RAS,P_Sésame Production_Rédacteur Assurance Sinistre - S07_S07,
Rédacteur Assurance Sinistre rattaché é l'entité S08,,P_Sésame Production_Rédacteur Assurance Sinistre - S08_S08_RAS,P_Sésame Production_Rédacteur Assurance Sinistre - S08_S08,
Rédacteur Assurance Sinistre rattaché é l'entité S09,,P_Sésame Production_Rédacteur Assurance Sinistre - S09_S09_RAS,P_Sésame Production_Rédacteur Assurance Sinistre - S09_S09,
Rédacteur Assurance Sinistre rattaché é l'entité S10,,P_Sésame Production_Rédacteur Assurance Sinistre - S10_S10_RAS,P_Sésame Production_Rédacteur Assurance Sinistre - S10_S10,
Rédacteur Assurance Sinistre rattaché é l'entité S11,,P_Sésame Production_Rédacteur Assurance Sinistre - S11_S11_RAS,P_Sésame Production_Rédacteur Assurance Sinistre - S11_S11,
Rédacteur Assurance Sinistre rattaché é l'entité S12,,P_Sésame Production_Rédacteur Assurance Sinistre - S12_S12_RAS,P_Sésame Production_Rédacteur Assurance Sinistre - S12_S12,
Rédacteur Assurance Sinistre rattaché é l'entité S13,,P_Sésame Production_Rédacteur Assurance Sinistre - S13_S13_RAS,P_Sésame Production_Rédacteur Assurance Sinistre - S13_S13,
Rédacteur Assurance Sinistre rattaché é l'entité S14,,P_Sésame Production_Rédacteur Assurance Sinistre - S14_S14_RAS,P_Sésame Production_Rédacteur Assurance Sinistre - S14_S14,
Rédacteur Assurance Sinistre rattaché é l'entité S15,,P_Sésame Production_Rédacteur Assurance Sinistre - S15_S15_RAS,P_Sésame Production_Rédacteur Assurance Sinistre - S15_S15,
Rédacteur Assurance Sinistre rattaché é l'entité S80,,P_Sésame Production_Rédacteur Assurance Sinistre - S80_S80_RAS,P_Sésame Production_Rédacteur Assurance Sinistre - S80_S80,
Rédacteur Assurance Sinistre rattaché é l'entité SE1,,P_Sésame Production_Rédacteur Assurance Sinistre - SE1_SE1_RAS,P_Sésame Production_Rédacteur Assurance Sinistre - SE1_SE1,
Rédacteur Assurance Sinistre rattaché é l'entité SR1,,P_Sésame Production_Rédacteur Assurance Sinistre - SR1_SR1_RAS,P_Sésame Production_Rédacteur Assurance Sinistre - SR1_SR1,
Rédacteur Assurance Sinistre rattaché é l'entité SR2,,P_Sésame Production_Rédacteur Assurance Sinistre - SR2_SR2_RAS,P_Sésame Production_Rédacteur Assurance Sinistre - SR2_SR2,
Rédacteur sinistre PJ R rattaché é l'entité SJ1,,P_Sésame Production_Rédacteur sinistre PJ R - SJ1_SJ1_AJR,P_Sésame Production_Rédacteur sinistre PJ R - SJ1_SJ1,
Rédacteur sinistre PJ R rattaché é l'entité SJ2,,P_Sésame Production_Rédacteur sinistre PJ R - SJ2_SJ2_AJR,P_Sésame Production_Rédacteur sinistre PJ R - SJ2_SJ2,
Rédacteur sinistre PJ R rattaché é l'entité SJ3,,P_Sésame Production_Rédacteur sinistre PJ R - SJ3_SJ3_AJR,P_Sésame Production_Rédacteur sinistre PJ R - SJ3_SJ3,
Rédacteur sinistre PJ R rattaché é l'entité SJ4,,P_Sésame Production_Rédacteur sinistre PJ R - SJ4_SJ4_AJR,P_Sésame Production_Rédacteur sinistre PJ R - SJ4_SJ4,
Rédacteur sinistre PJ R rattaché é l'entité SJ5,,P_Sésame Production_Rédacteur sinistre PJ R - SJ5_SJ5_AJR,P_Sésame Production_Rédacteur sinistre PJ R - SJ5_SJ5,
Rédacteur sinistre PJ R rattaché é l'entité SJ6,,P_Sésame Production_Rédacteur sinistre PJ R - SJ6_SJ6_AJR,P_Sésame Production_Rédacteur sinistre PJ R - SJ6_SJ6,
Rédacteur sinistre PJ avec niveau de réglement 010 rattaché é l'entité SJ1,,P_Sésame Production_Rédacteur sinistre PJ avec niveau de réglement 010 - SJ1_SJ1_AJA,P_Sésame Production_Rédacteur sinistre PJ avec niveau de réglement 010 - SJ1_SJ1,
Rédacteur sinistre PJ avec niveau de réglement 010 rattaché é l'entité SJ2,,P_Sésame Production_Rédacteur sinistre PJ avec niveau de réglement 010 - SJ2_SJ2_AJA,P_Sésame Production_Rédacteur sinistre PJ avec niveau de réglement 010 - SJ2_SJ2,
Rédacteur sinistre PJ avec niveau de réglement 010 rattaché é l'entité SJ3,,P_Sésame Production_Rédacteur sinistre PJ avec niveau de réglement 010 - SJ3_SJ3_AJA,P_Sésame Production_Rédacteur sinistre PJ avec niveau de réglement 010 - SJ3_SJ3,
Rédacteur sinistre PJ avec niveau de réglement 010 rattaché é l'entité SJ4,,P_Sésame Production_Rédacteur sinistre PJ avec niveau de réglement 010 - SJ4_SJ4_AJA,P_Sésame Production_Rédacteur sinistre PJ avec niveau de réglement 010 - SJ4_SJ4,
Rédacteur sinistre PJ avec niveau de réglement 010 rattaché é l'entité SJ5,,P_Sésame Production_Rédacteur sinistre PJ avec niveau de réglement 010 - SJ5_SJ5_AJA,P_Sésame Production_Rédacteur sinistre PJ avec niveau de réglement 010 - SJ5_SJ5,
Rédacteur sinistre PJ avec niveau de réglement 010 rattaché é l'entité SJ6,,P_Sésame Production_Rédacteur sinistre PJ avec niveau de réglement 010 - SJ6_SJ6_AJA,P_Sésame Production_Rédacteur sinistre PJ avec niveau de réglement 010 - SJ6_SJ6,
Téléopérateur Armatis rattaché é l'entité 540,,P_Sésame Production_Téléopérateur Armatis - 540_540_DCO,P_Sésame Production_Téléopérateur Armatis - 540_540,
Téléopérateur Avenant portefeuille particulier + AN rattaché é l'entité B88,,P_Sésame Production_Téléopérateur Avenant portefeuille particulier + AN - B88_B88_TO2,P_Sésame Production_Téléopérateur Avenant portefeuille particulier + AN - B88_B88,
Téléopérateur Service é la personne uniquement rattaché é l'entité B88,,P_Sésame Production_Téléopérateur Service é la personne uniquement - B88_B88_TO4,P_Sésame Production_Téléopérateur Service é la personne uniquement - B88_B88,
Utilisateur d'UGS avec niveau de réglement 010 rattaché é l'entité S14,,P_Sésame Production_Utilisateur d'UGS avec niveau de réglement 010 - S14_S14_RSA,P_Sésame Production_Utilisateur d'UGS avec niveau de réglement 010 - S14_S14,
Utilisateur d'UGS avec niveau de réglement 010 rattaché é l'entité S15,,P_Sésame Production_Utilisateur d'UGS avec niveau de réglement 010 - S15_S15_RSA,P_Sésame Production_Utilisateur d'UGS avec niveau de réglement 010 - S15_S15,
