Identifier;Name;Description;ApplicationIdentifier;FunctionalApprover;TechnicalAdmin
P_Sésame Formation_Gestionnaire Assurance en Agence - 839_839_GAB;P_Sésame Formation_Gestionnaire Assurance en Agence - 839_839;Gestionnaire Assurance en Agence rattaché é l'entité 839;Sésame Formation;;
P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - M31_M31_HAB;P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - M31_M31;Habiliteur Téléopérateur/Habiliteur MO rattaché é l'entité M31;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B68_B68_TO1;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B68_B68;Téléopérateur Avenant portefeuille particulier rattaché é l'entité B68;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier et professionnel - B44_B44_TO3;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier et professionnel - B44_B44;Téléopérateur Avenant portefeuille particulier et professionnel rattaché é l'entité B44;Sésame Formation;;
P_Sésame Formation_Téléopérateur Service é la personne uniquement - B79_B79_TO4;P_Sésame Formation_Téléopérateur Service é la personne uniquement - B79_B79;Téléopérateur Service é la personne uniquement rattaché é l'entité B79;Sésame Formation;;
P_Sésame Formation_Téléopérateur Service é la personne uniquement - B83_B83_TO4;P_Sésame Formation_Téléopérateur Service é la personne uniquement - B83_B83;Téléopérateur Service é la personne uniquement rattaché é l'entité B83;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 812_812_GAZ_GAZ;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 812_812_GAZ;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 812;Sésame Formation;;
P_Sésame Formation_Gestionnaire UEA/UEAC - E36_E36_UE2;P_Sésame Formation_Gestionnaire UEA/UEAC - E36_E36;Gestionnaire UEA/UEAC rattaché é l'entité E36;Sésame Formation;;
P_Sésame Formation_Rédacteur Assurance 1 - P40_P40_RA1;P_Sésame Formation_Rédacteur Assurance 1 - P40_P40;Rédacteur Assurance 1 rattaché é l'entité P40;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B36_B36_TO1;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B36_B36;Téléopérateur Avenant portefeuille particulier rattaché é l'entité B36;Sésame Formation;;
P_Demande d'intervention_Administrateur DI_Administrateur DI;P_Demande d'intervention_Administrateur DI;Administrateur de la plateforme;Demande d'intervention;;
P_GED_Responsable UGS_Responsables des UGS_TOUTES LES UGS_M;P_GED_Responsable UGS_Responsables des UGS_TOUTES LES UGS;Traitement des plis de toutes les UGS Visualisation des plis traités de toutes les UGS Consultation;GED;;
P_Intranet UGS_Assistantes administratives S05_UGS_S05_Assistantes administratives S05;P_Intranet UGS_Assistantes administratives S05_UGS_S05;Accès en lecture / écriture é l'intranet UGS S05;Intranet UGS;;
P_Intranet UGS_Propriétaires de UGS SJ4_UGS_SJ4_Propriétaires de UGS SJ4;P_Intranet UGS_Propriétaires de UGS SJ4_UGS_SJ4;Utilisez ce groupe pour accorder des droits de contréle total pour le site SharePointé: UGS SJ4;Intranet UGS;;
P_Intranet UGS_Visiteurs Task Force Stock S80_UGS_S80_Visiteurs Task Force Stock S80;P_Intranet UGS_Visiteurs Task Force Stock S80_UGS_S80;Utilisez ce groupe pour accorder des droits de lecture pour le site SharePointé: Task Force Stock S;Intranet UGS;;
P_JENKINS_Utilisateur_http-s00sic002-8085-jen_Utilisateur;P_JENKINS_Utilisateur_http-s00sic002-8085-jen;Lecture des logs et execution de builds;JENKINS;;
P_Sésame Formation_Assurpro - E25_E25_UE1;P_Sésame Formation_Assurpro - E25_E25;Assurpro rattaché é l'entité E25;Sésame Formation;;
P_Sésame Formation_Assurpro - E81_E81_UE1;P_Sésame Formation_Assurpro - E81_E81;Assurpro rattaché é l'entité E81;Sésame Formation;;
P_EDOKIAL_QUIT_GS_EDOKIAL_QUIT_PROD;P_EDOKIAL_QUIT;Profil de Consultation des quittances archivées;EDOKIAL;;
P_Intranet UGS_Assistantes administratives S07_UGS_S07_Assistantes administratives S07;P_Intranet UGS_Assistantes administratives S07_UGS_S07;Accès en lecture / écriture é l'intranet UGS S07;Intranet UGS;;
P_Oracle Answers_ANSWERS-Production-PACIFICA-Consultation_RESTRICTED;P_Oracle Answers_ANSWERS-Production-PACIFICA-Consultation_RESTRICTED;Ce profil donne la responsabilité suivante:;Oracle Answers;;
P_Sésame Formation_Assurpro - E48_E48_UE1;P_Sésame Formation_Assurpro - E48_E48;Assurpro rattaché é l'entité E48;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 812_812_GAT_GAT;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 812_812_GAT;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 812;Sésame Formation;;
P_Sésame Formation_Gestionnaire Administratif Production - P59_P59_GAP;P_Sésame Formation_Gestionnaire Administratif Production - P59_P59;Gestionnaire Administratif Production rattaché é l'entité P59;Sésame Formation;;
P_Sésame Formation_Habiliteur Assupro/Habiliteur UEAC - U02_U02_HAA;P_Sésame Formation_Habiliteur Assupro/Habiliteur UEAC - U02_U02;Habiliteur Assupro/Habiliteur UEAC rattaché é l'entité U02;Sésame Formation;;
P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B92_B92_HAB;P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B92_B92;Habiliteur Téléopérateur/Habiliteur MO rattaché é l'entité B92;Sésame Formation;;
P_Sésame Formation_Rédacteur Assurance Production - P19_P19_RAP;P_Sésame Formation_Rédacteur Assurance Production - P19_P19;Rédacteur Assurance Production rattaché é l'entité P19;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier + AN - B12_B12_TO2;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier + AN - B12_B12;Téléopérateur Avenant portefeuille particulier + AN rattaché é l'entité B12;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B47_B47_TO1;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B47_B47;Téléopérateur Avenant portefeuille particulier rattaché é l'entité B47;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier et professionnel - B83_B83_TO3;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier et professionnel - B83_B83;Téléopérateur Avenant portefeuille particulier et professionnel rattaché é l'entité B83;Sésame Formation;;
P_Sésame Formation_Téléopérateur Service é la personne uniquement - B03_B03_TO4;P_Sésame Formation_Téléopérateur Service é la personne uniquement - B03_B03;Téléopérateur Service é la personne uniquement rattaché é l'entité B03;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 836_836_GAZ_GAZ;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 836_836_GAZ;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 836;Sésame Formation;;
P_Sésame Formation_Gestionnaire Assurance en Agence - 872_872_GAB;P_Sésame Formation_Gestionnaire Assurance en Agence - 872_872;Gestionnaire Assurance en Agence rattaché é l'entité 872;Sésame Formation;;
P_Sésame Formation_Gestionnaire Assurance en Agence - 895_895_GAB;P_Sésame Formation_Gestionnaire Assurance en Agence - 895_895;Gestionnaire Assurance en Agence rattaché é l'entité 895;Sésame Formation;;
P_Sésame Formation_Habiliteur Assupro/Habiliteur UEAC - E67_E67_HAA;P_Sésame Formation_Habiliteur Assupro/Habiliteur UEAC - E67_E67;Habiliteur Assupro/Habiliteur UEAC rattaché é l'entité E67;Sésame Formation;;
P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - M79_M79_HAB;P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - M79_M79;Habiliteur Téléopérateur/Habiliteur MO rattaché é l'entité M79;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P32_P32_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P32_P32;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité P32;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P36_P36_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P36_P36;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité P36;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P49_P49_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P49_P49;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité P49;Sésame Formation;;
P_Sésame Formation_Rédacteur Assurance Production - P64_P64_RAP;P_Sésame Formation_Rédacteur Assurance Production - P64_P64;Rédacteur Assurance Production rattaché é l'entité P64;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier + AN - B03_B03_TO2;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier + AN - B03_B03;Téléopérateur Avenant portefeuille particulier + AN rattaché é l'entité B03;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B90_B90_TO1;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B90_B90;Téléopérateur Avenant portefeuille particulier rattaché é l'entité B90;Sésame Formation;;
P_Sésame Formation_Téléopérateur Service é la personne uniquement - B45_B45_TO4;P_Sésame Formation_Téléopérateur Service é la personne uniquement - B45_B45;Téléopérateur Service é la personne uniquement rattaché é l'entité B45;Sésame Formation;;
P_Sésame Formation_Téléopérateur Service é la personne uniquement - B60_B60_TO4;P_Sésame Formation_Téléopérateur Service é la personne uniquement - B60_B60;Téléopérateur Service é la personne uniquement rattaché é l'entité B60;Sésame Formation;;
P_SONAR_Administrators GPA_EPIC_GPA_EPIC;P_SONAR_Administrators GPA_EPIC;Abilité é administrer le paramétrage des fonctions de revue de code et de les positionner par proje;SONAR;;
P_GED_ATN_ATN des UGS_TOUTES LES UGS_ATN;P_GED_ATN_ATN des UGS_TOUTES LES UGS;Traitement des plis de toutes les UGS Visualisation des plis traités de toutes les UGS Consultation;GED;;
P_Intranet UGS_Visiteurs de UGS SJ5_UGS_SJ5_Visiteurs de UGS SJ5;P_Intranet UGS_Visiteurs de UGS SJ5_UGS_SJ5;Utilisez ce groupe pour accorder des droits de lecture pour le site SharePointé: UGS SJ5;Intranet UGS;;
P_IRCA_Superviseur EDI_G_Acces_Extranet_IRCA_Superviseur_IRCA_EDI;P_IRCA_Superviseur EDI;Accès en lecture au module Superviseur EDI sur l'extranet IRCA;IRCA;;
P_OCEAN_Accès DMAP en centre de contact DMAP_DMAP_DMAP_-_;P_OCEAN_Accès DMAP en centre de contact DMAP_DMAP_DMAP_-;Accès DMAP en centre de contact DMAP;OCEAN;;
P_Quality Center_CDS QC_CDS QC;P_Quality Center_CDS QC;Centre de Service pour Quality Center;Quality Center;;
P_Sésame Formation_Assurpro - E12_E12_UE1;P_Sésame Formation_Assurpro - E12_E12;Assurpro rattaché é l'entité E12;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 860_860_GAY_GAY;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 860_860_GAY;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 860;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 872_872_GAY_GAY;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 872_872_GAY;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 872;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 879_879_GAX_GAX;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 879_879_GAX;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 879;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - 839_839_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - 839_839;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité 839;Sésame Formation;;
P_Sésame Formation_Rédacteur Assurance 1 - P17_P17_RA1;P_Sésame Formation_Rédacteur Assurance 1 - P17_P17;Rédacteur Assurance 1 rattaché é l'entité P17;Sésame Formation;;
P_Sésame Formation_Rédacteur Assurance 1 - P24_P24_RA1;P_Sésame Formation_Rédacteur Assurance 1 - P24_P24;Rédacteur Assurance 1 rattaché é l'entité P24;Sésame Formation;;
P_Sésame Formation_Rédacteur Assurance Production - P16_P16_RAP;P_Sésame Formation_Rédacteur Assurance Production - P16_P16;Rédacteur Assurance Production rattaché é l'entité P16;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B13_B13_TO1;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B13_B13;Téléopérateur Avenant portefeuille particulier rattaché é l'entité B13;Sésame Formation;;
P_SVP.NET_Groupe AD pour mapping avec modele Client - Utilisateurs externe de la DOSIP_G_DSI_Externes;P_SVP.NET_Groupe AD pour mapping avec modele Client - Utilisateurs externe de la DOSIP;Groupe de mapping issu de l'AD;SVP.NET;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 822_822_GAT_GAT;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 822_822_GAT;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 822;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 825_825_GAY_GAY;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 825_825_GAY;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 825;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 900_900_GAZ_GAZ;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 900_900_GAZ;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 900;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P10_P10_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P10_P10;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité P10;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P59_P59_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P59_P59;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité P59;Sésame Formation;;
P_Sésame Formation_Rédacteur Assurance Production - P24_P24_RAP;P_Sésame Formation_Rédacteur Assurance Production - P24_P24;Rédacteur Assurance Production rattaché é l'entité P24;Sésame Formation;;
P_Sésame Production_Appui Technique Régional (en UGS) - SJ4_SJ4_ATR;P_Sésame Production_Appui Technique Régional (en UGS) - SJ4_SJ4;Appui Technique Régional (en UGS) rattaché é l'entité SJ4;Sésame Production;;
P_Sésame Production_Rédacteur Assurance Production + Fonctions tarifaires - 540_540_RAB;P_Sésame Production_Rédacteur Assurance Production + Fonctions tarifaires - 540_540;Rédacteur Assurance Production + Fonctions tarifaires rattaché é l'entité 540;Sésame Production;;
P_Evolan Designer_Administrateur_Administrateur;P_Evolan Designer_Administrateur;Création/modification des profils concepteur;Evolan Designer;;
P_Filezilla Server VIAVITA_Utilisateur MOA_Utilisateur MOA;P_Filezilla Server VIAVITA_Utilisateur MOA;Récupration de fichiers de Pivotal et dépét de fichiers pour Europ Assistance France;Filezilla Server VIAVITA;;
P_Intranet UGS_Propriétaires de UGS SR1_UGS_SR1_Propriétaires de UGS SR1;P_Intranet UGS_Propriétaires de UGS SR1_UGS_SR1;Utilisez ce groupe pour accorder des droits de contréle total pour le site SharePointé: UGS SR1;Intranet UGS;;
P_Intranet UGS_Propriétaires Task Force Stock S80_UGS_S80_Propriétaires Task Force Stock S80;P_Intranet UGS_Propriétaires Task Force Stock S80_UGS_S80;Utilisez ce groupe pour accorder des droits de contréle total pour le site SharePointé: Task Force;Intranet UGS;;
P_Sésame Formation_Appui Technique Régional (en UGS) - S13_S13_ATR;P_Sésame Formation_Appui Technique Régional (en UGS) - S13_S13;Appui Technique Régional (en UGS) rattaché é l'entité S13;Sésame Formation;;
P_Sésame Formation_Assurpro - E71_E71_UE1;P_Sésame Formation_Assurpro - E71_E71;Assurpro rattaché é l'entité E71;Sésame Formation;;
P_Intranet UGS_Encadrement SE1_UGS_SE1_Encadrement SE1;P_Intranet UGS_Encadrement SE1_UGS_SE1;Groupe contenant l'encadrement de l'UGS SE1;Intranet UGS;;
